geneSymbol	diseaseName
CHRNA6	TOBACCO ADDICTION, SUSCEPTIBILITY TO
CHRNA7	Auditory Perceptual Disorders
CHRNA7	Hernia, Umbilical
CHRNA7	Memory Disorders
CHRNA7	Neoplasm Invasiveness
CHRNA7	Nerve Degeneration
CHRNA7	Neurobehavioral Manifestations
CHRNA7	Spina Bifida Cystica
CHRNA7	Substance Withdrawal Syndrome
CHRNA7	Sudden Infant Death
CHRNB1	Myasthenic syndrome, congenital, type Id
CHRNB1	Myasthenic syndrome, congenital, postsynaptic slow-channel
CHRNB2	Attention Deficit Disorder with Hyperactivity
CHRNB2	Hypothermia
CHRNB2	Nerve Degeneration
CHRNB2	Sleep Disorders
CHRNB2	Substance Withdrawal Syndrome
CHRNB2	Sudden Infant Death
CHRNB3	TOBACCO ADDICTION, SUSCEPTIBILITY TO
CHRNB4	Lung Neoplasms
CHRNB4	Seizures
CHRNB4	Substance Withdrawal Syndrome
CHRND	Myasthenic syndrome, congenital, postsynaptic slow-channel
CHRND	Paralysis
CHRNE	Myasthenic syndrome, congenital, postsynaptic slow-channel
CHRNG	Arthrogryposis
CHRNG	Bone Diseases, Developmental
CHRNG	Myasthenic Syndromes, Congenital
CHST14	Craniofacial Abnormalities
CHST14	Joint Instability
CHST14	Muscle Hypotonia
CHST5	Peripheral Nervous System Diseases
CHUK	Abnormalities, Multiple
CHUK	Bone Diseases, Developmental
CHUK	Cleft Palate
CHUK	Fetal Diseases
CHUK	Limb Deformities, Congenital
CHUK	Skin Abnormalities
CIC	Intellectual Disability
CIC	Spinocerebellar Ataxias
CIDEC	Dermatitis, Allergic Contact
CIHL	HEARING LOSS, CISPLATIN-INDUCED, SUSCEPTIBILITY TO
CILD2	Primary ciliary dyskinesia, 2
CILD4	Primary ciliary dyskinesia, 4
CILD8	Ciliary Dyskinesia, Primary, 8
CILP	Intervertebral disc disease
CIMT	CAROTID INTIMAL MEDIAL THICKNESS 2
CIRBP	Myocardial Ischemia
CISH	Dermatitis, Allergic Contact
CISH	MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO
CITED2	Muscular Atrophy
CITED2	Neoplasms
CKB	Acute Coronary Syndrome
CKB	Adenocarcinoma
CKB	Hypertrophy, Left Ventricular
CKB	Myocardial Infarction
CKB	Stomach Neoplasms
CKM	Acute Coronary Syndrome
CKM	Colonic Neoplasms
CKM	Hypertrophy, Left Ventricular
CKM	Ischemia
CKM	Myocardial Infarction
CKM	Peripheral Nervous System Diseases
CKS2	Polycystic Ovary Syndrome
CLA3	Spinocerebellar ataxia, autosomal recessive 6
CLAM	Pontocerebellar Hypoplasia Type 3
CLCN2	Epilepsy juvenile absence
CLCN3	Disease Progression
CLCN3	Stomach Neoplasms
CLCN5	Goiter
CLCN5	Proteinuria
CLCNKA	Bartter Syndrome, Type 4A
CLCNKB	Bartter Syndrome, Type 4A
CLDN1	Endometriosis
CLDN3	Prostatic Neoplasms
CLDN4	Carcinoma, Ductal, Breast
CLDN4	Neoplasm Recurrence, Local
CLDN9	Prostatic Neoplasms
CLEC10A	Myocardial Ischemia
CLEC16A	IgA Deficiency
CLEC4D	Lung Diseases
CLEC4E	Brain Injuries
CLEC4E	Lung Diseases
CLEC7A	Candidiasis familial chronic mucocutaneous, autosomal recessive
CLQTL1	CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 1
CLIC1	Breast Neoplasms
CLIC1	Esophageal Squamous Cell Carcinoma
CLIC1	HIV Infections
CLIC1	Keloid
CLIC1	Osteoarthritis
CLIC4	Osteoarthritis
CLIC4	Prostatic Neoplasms
CLIC4	Weight Gain
CLLS1	Leukemia, Lymphocytic, Chronic, B-Cell
CLLS3	Leukemia, Lymphocytic, Chronic, B-Cell
CLLS4	Leukemia, Lymphocytic, Chronic, B-Cell
CLLS5	Leukemia, Lymphocytic, Chronic, B-Cell
CLN3	Disease Progression
CLN3	Stomach Neoplasms
CLN9	Ceroid lipofuscinosis, neuronal 9
CLNK	Vitiligo
CLPTM1L	Carcinoma, Basal Cell
CLPTM1L	Prostatic Neoplasms
CLPTM1L	Uterine Cervical Neoplasms
CLSTN2	Liver Neoplasms
CLU	Acute Kidney Injury
CLU	Amyotrophic lateral sclerosis 1
CLU	Atrophy
CLU	Drug-Induced Liver Injury
CLU	Kidney Diseases
CLU	Neovascularization, Pathologic
CLU	Seizures
CLUL1	Breast Neoplasms
CMA1	Hypertrophy, Left Ventricular
CMAL	Capillary Malformations, Congenital, 1
CMC2	Breast Neoplasms
CMD1C	Cardiomyopathy, Dilated, 1C
CMD1H	Idiopathic dilation cardiomyopathy
CMD1K	Cardiomyopathy, Dilated, 1K
CMD1Q	Cardiomyopathy, Dilated, 1q
CMDR	Craniometaphyseal dysplasia, autosomal recessive type
CMM	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 1
CMM4	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 1
CMM4	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 4
CMM7	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 7
CMT2G	Charcot-Marie-Tooth disease, Type 2G
CMT2H	Charcot-Marie-Tooth disease, Type 2H
CMTDIA	Charcot-Marie-Tooth Disease, Dominant Intermediate A
CMTX2	Charcot-Marie-Tooth disease, X-linked recessive, 2
CMTX3	Charcot-Marie-Tooth disease, X-linked recessive, 3
CNA1	Cornea Plana 1
CND	Dermoids of cornea
CNDP1	Homocarnosinosis
CNDP1	Intellectual Disability
CNDP1	Neurologic Manifestations
CNIH3	Endometriosis
CNN2	Carcinoma, Renal Cell
CNN3	Carcinoma
CNN3	Mammary Neoplasms, Animal
CNN3	Mammary Neoplasms, Experimental
CNN3	Prostatic Neoplasms
CNNM1	Melanoma
CNPY2	Disease Progression
CNPY2	Stomach Neoplasms
CNR1	Catalepsy
CNR1	Cocaine-Related Disorders
CNR1	Epilepsy, Temporal Lobe
CNR1	Hyperalgesia
CNR1	Hypothermia
CNR1	Liver Cirrhosis, Experimental
CNR1	Movement Disorders
CNR1	Muscle Spasticity
CNR1	Nerve Degeneration
CNR1	Pancreatic Neoplasms
CNR1	Seizures
CNR1	Substance-Related Disorders
CNR1	Substance Withdrawal Syndrome
CNR1	Weight Gain
CNR2	Pancreatic Neoplasms
CNSN	Homocarnosinosis
CNTF	Cerebral Hemorrhage
CNTF	Nerve Degeneration
CNTN1	Myopathy, Congenital, Compton-North
CNTN3	Autistic Disorder
CNTN3	Dermatitis, Allergic Contact
CNTN4	Craniofacial Abnormalities
CNTN4	Developmental Disabilities
CNTN4	Growth Disorders
CNTN6	Carcinoma, Adenoid Cystic
CNTNAP2	Child Development Disorders, Pervasive
CNTNAP2	Hyperkinesis
CNTNAP2	Small Cell Lung Carcinoma
CNTROB	Polycystic Ovary Syndrome
COBL	Peripheral Nervous System Diseases
COD2	Cone-Rod Dystrophy, X-Linked, 2
CODA	Cavitary Optic Disc Anomalies
COG1	Congenital disorder of glycosylation, type 2G
COG4	Precancerous Conditions
COG5	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIi
COG7	Congenital disorder of glycosylation type 2E
COL11A1	Craniofacial Abnormalities
COL11A1	Glaucoma, Angle-Closure
COL11A1	Intervertebral disc disease
COL11A1	Osteochondrodysplasias
COL11A1	Ovarian Cysts
COL11A2	Cartilage Diseases
COL11A2	Craniofacial Abnormalities
COL11A2	Hearing Loss, Sensorineural
COL11A2	Limb Deformities, Congenital
COL13A1	Abortion, Spontaneous
COL18A1	Calcinosis
COL18A1	Heart Valve Diseases
COL18A1	Hemangiosarcoma
COL1A1	Abortion, Spontaneous
COL1A1	Aneurysm, Dissecting
COL1A1	Aortic Valve Insufficiency
COL1A1	Calcinosis
COL1A1	Ehlers-Danlos Syndrome, Type VII, Autosomal Dominant
COL1A1	Heart Valve Diseases
COL1A1	Hypertension
COL1A1	Hypertrophy, Left Ventricular
COL1A1	Keloid
COL1A1	Nephrogenic Fibrosing Dermopathy
COL1A1	Nephrotic Syndrome
COL1A2	Abortion, Spontaneous
COL1A2	Ehlers-Danlos syndrome, cardiac valvular form
COL1A2	Ehlers-Danlos Syndrome, Type VII, Autosomal Dominant
COL1A2	Fibrosis
COL1A2	Heart Valve Diseases
COL21A1	Cocaine-Related Disorders
COL22A1	Small Cell Lung Carcinoma
COL23A1	Precancerous Conditions
COL28A1	Amphetamine-Related Disorders
COL2A1	Arthritis, Experimental
COL2A1	Craniofacial Abnormalities
COL2A1	Femur Head Necrosis
COL2A1	Melanoma
COL2A1	Spondylometaphyseal dysplasia, Kozlowski type
COL3A1	Aortic Valve Insufficiency
COL3A1	Drug-Induced Liver Injury
COL3A1	Ehlers Danlos syndrome type 4, autosomal dominant
COL3A1	Endomyocardial Fibrosis
COL3A1	Fatty Liver
COL3A1	Fibrosis
COL3A1	Hypercholesterolemia
COL3A1	Hypertension
COL3A1	Hypertrophy, Left Ventricular
COL3A1	Liver Cirrhosis, Alcoholic
COL3A1	Liver Cirrhosis, Experimental
COL3A1	Muscular Dystrophy, Facioscapulohumeral
COL3A1	Schizophrenia
COL3A1	Ureteral Obstruction
COL4A1	Diabetic Nephropathies
COL4A1	Glomerulosclerosis, Focal Segmental
COL4A1	Nephrotic Syndrome
COL4A2	Nephrotic Syndrome
COL4A2	Small Cell Lung Carcinoma
COL4A3	Alport syndrome, recessive type
COL4A3BP	Carcinoma, Non-Small-Cell Lung
COL4A4	Alport syndrome, recessive type
COL4A5	Leiomyoma, Epithelioid
COL4A6	Abortion, Spontaneous
COL4A6	Leiomyoma, Epithelioid
COL5A1	Abortion, Spontaneous
COL5A1	Carcinoma
COL5A1	Keloid
COL5A1	Mammary Neoplasms, Animal
COL5A1	Mammary Neoplasms, Experimental
COL5A2	Abortion, Spontaneous
COL6A1	Abortion, Spontaneous
COL6A2	Myosclerosis, Autosomal Recessive
COL6A2	Osteoarthritis
COL6A3	Abortion, Spontaneous
COL7A1	Breast Neoplasms
COL7A1	Colorectal Neoplasms
COL7A1	Epidermolysis Bullosa With Congenital Localized Absence Of Skin And Deformity Of Nails
COL8A1	Congenital Abnormalities
COL9A1	Hearing Loss, Sensorineural
COL9A1	Myopia
COL9A1	Retinal Diseases
COL9A2	Abortion, Spontaneous
COL9A2	Epiphyseal dysplasia, multiple, 2
COL9A3	Epiphyseal dysplasia, multiple, 3
COL9A3	Peripheral Nervous System Diseases
COLEC11	Craniofacial Abnormalities
COLEC11	Malpuech facial clefting syndrome
COLEC11	Oculopalatoskeletal syndrome
COLEC11	Pigmentation Disorders
COLEC12	Substance-Related Disorders
COMA	Apraxia, oculomotor, Cogan type
COMMD1	Dog Diseases
COMMD1	Liver Cirrhosis
COMP	Fairbank disease
COMP	Joint Instability
COMT	Cocaine-Related Disorders
COMT	HEARING LOSS, CISPLATIN-INDUCED, SUSCEPTIBILITY TO
COMT	Mammary Neoplasms, Animal
COMT	Prostatic Neoplasms
COPG2	Weight Gain
COPS2	Endometriosis
COPS6	HIV Infections
COPS7A	Disease Progression
COPS7A	Stomach Neoplasms
CORD1	Cone-Rod Dystrophy 1
CORD8	Cone-Rod Dystrophy 8
CORO1A	Mammary Neoplasms, Animal
CORO1C	Carcinoma, Non-Small-Cell Lung
COTL1	Breast Neoplasms
COX1	Cardiomyopathies
COX1	Hypertrophy
COX1	Mammary Neoplasms, Animal
COX1	Mammary Neoplasms, Experimental
COX2	Adrenal Gland Neoplasms
COX2	Diabetes Mellitus, Experimental
COX3	Epilepsy, Temporal Lobe
COX5B	Myocardial Ischemia
COX7C	Obesity
CP	Albuminuria
CP	Ataxia
CP	Brain Diseases
CP	Deficiency Diseases
CP	Dementia
CP	Dyskinesias
CP	Familial apoceruloplasmin deficiency
CP	Nerve Degeneration
CP	Pasteurellaceae Infections
CP	Psoriasis
CPA2	Anoxia
CPAMD8	Colorectal Neoplasms
CPAT1	Cerebral Palsy, Ataxic, Autosomal Recessive
CPB2	Amenorrhea
CPB2	Obesity
CPE	Endocrine System Diseases
CPE	Insulin Resistance
CPLX1	Bipolar Disorder
CPLX1	Psychotic Disorders
CPLX2	Bipolar Disorder
CPLX2	Psychotic Disorders
CPM	Endometriosis
CPOX	Porphyria Cutanea Tarda
CPS1	Alveolar capillary dysplasia
CPS1	Endotoxemia
CPS1	Hyperammonemia
CPS1	Persistent Fetal Circulation Syndrome
CPS1	Precancerous Conditions
CPSF1	Disease Progression
CPSF1	Stomach Neoplasms
CPT1A	Carnitine palmitoyl transferase 1A deficiency
CPT1A	Diabetes Mellitus, Experimental
CPT1A	Kidney Failure, Chronic
CPT1B	Diabetes Mellitus, Experimental
CPT1B	Myocardial Ischemia
CPT1C	Melanoma
CPT2	Brain Diseases, Metabolic
CPT2	Carnitine Palmitoyltransferase II Deficiency, Lethal Neonatal
CRABP1	Keloid
CRABP1	Liver Neoplasms
CRABP2	Methylmalonic acidemia
CRABP2	Recurrence
CRAC1	Polyposis Syndrome, Hereditary Mixed, 1
CRADD	Carcinoma, Renal Cell
CRBN	Mental Retardation, Autosomal Recessive 2
CRCS10	Colorectal Neoplasms
CRCS11	Colorectal Neoplasms
CRCS2	Colorectal Neoplasms
CRCS5	Colorectal Neoplasms
CRCS6	Colorectal Neoplasms
CRCS7	Colorectal Neoplasms
CRCS8	Colorectal Neoplasms
CRCS9	Colorectal Neoplasms
CREB1	Cocaine-Related Disorders
CREB1	Morphine Dependence
CREB1	Myocardial Infarction
CREB1	Substance Withdrawal Syndrome
CREBBP	Amyotrophic lateral sclerosis 1
CREBBP	Carcinoma, Adenoid Cystic
CREBBP	Carcinoma, Transitional Cell
CREBBP	Small Cell Lung Carcinoma
CREBBP	Urinary Bladder Neoplasms
CREG1	Prostatic Neoplasms
CRELD1	Atrioventricular Septal Defect, Partial, with Heterotaxy Syndrome
CREM	Chloracne
CREM	Dermatitis, Allergic Contact
CREM	Hypertrophy
CREM	Myocardial Infarction
CRH	ACTH Deficiency, Isolated
CRH	Alopecia
CRH	Bradycardia
CRH	Chest Pain
CRH	Cognition Disorders
CRH	Fever
CRH	Hypotension
CRH	Pain
CRH	Pituitary Apoplexy
CRH	Psychomotor Disorders
CRH	Puberty, Delayed
CRH	Retinitis
CRH	Seizures
CRH	Status Epilepticus
CRH	Stereotypic Movement Disorder
CRH	Weight Loss
CRHBP	Cocaine-Related Disorders
CRHR1	Anorexia
CRHR1	Dermatitis, Contact
CRHR1	Hyperkinesis
CRHR2	Cocaine-Related Disorders
CRHR2	Hypertension
CRHR2	Inflammation
CRHR2	Lung Diseases
CRIP1	Peripheral Nervous System Diseases
CRISP3	Abortion, Spontaneous
CRISPLD2	Liver Diseases
CRISPLD2	Lung Diseases
CRISPLD2	Neurotoxicity Syndromes
CRK	Myocardial Ischemia
CRP	Arthritis, Experimental
CRP	Hyperparathyroidism, Secondary
CRP	Hypertriglyceridemia
CRP	Leishmaniasis
CRP	Leishmaniasis, Visceral
CRP	Nephritis, Interstitial
CRP	Pasteurellaceae Infections
CRP	Substance Withdrawal Syndrome
CRSA	Craniosynostosis, Adelaide Type
CRTAP	Osteogenesis imperfecta, type 7
CRY1	Leukemia, Myelogenous, Chronic, BCR-ABL Positive
CRY2	Leukemia, Myelogenous, Chronic, BCR-ABL Positive
CRYAA	Autoimmune Diseases
CRYAA	Uveitis
CRYAB	Carcinoma, Renal Cell
CRYAB	Colonic Neoplasms
CRYAB	Esophageal Neoplasms
CRYAB	Mouth Neoplasms
CRYAB	Neurodegenerative Diseases
CRYAB	Prostatic Neoplasms
CRYAB	Tongue Neoplasms
CRYBB1	Cataract, Congenital Nuclear, Autosomal Recessive 3
CRYBB2	Autoimmune Diseases
CRYBB2	Cataract, Coppock-Like
CRYBB2	Uveitis
CRYGC	Cataract, Coppock-Like
CRYL1	Enterocolitis, Necrotizing
CRYL1	Prostatic Neoplasms
CS	Anoxia
CS	Cardiomyopathies
CS	Heart Failure
CS	Obesity
CSAD	Liver Cirrhosis, Experimental
CSF2	Amnesia
CSF2	Bone Marrow failure syndromes
CSF2	Drug Toxicity
CSF2	Eyelid Diseases
CSF2	Gastrointestinal Hemorrhage
CSF2	Heart Failure
CSF2	Lymphoma, AIDS-Related
CSF2	Mucositis
CSF2	Neural Tube Defects
CSF2	Neutropenia
CSF2	Non-alcoholic Fatty Liver Disease
CSF2	Pain
CSF2	Thrombocytopenia
CSF2	Venous Thrombosis
CSF3	Abortion, Spontaneous
CSF3	Arthralgia
CSF3	Bone Marrow Neoplasms
CSF3	Brain Injuries
CSF3	Breast Neoplasms
CSF3	Breast Neoplasms
CSF3	Carcinoma, Transitional Cell
CSF3	Cardiomyopathy, Dilated
CSF3	Depressive Disorder
CSF3	Diarrhea
CSF3	Disease Susceptibility
CSF3	Drug-Induced Liver Injury
CSF3	Drug Toxicity
CSF3	Epidermal Necrolysis, Toxic
CSF3	Fever
CSF3	Fibrosis
CSF3	Gastrointestinal Diseases
CSF3	Headache
CSF3	Head and Neck Neoplasms
CSF3	Heart Diseases
CSF3	Hemangiosarcoma
CSF3	Hepatic Veno-Occlusive Disease
CSF3	Hyperbilirubinemia
CSF3	Hypertrophy
CSF3	Infarction
CSF3	Kidney Diseases
CSF3	Leiomyosarcoma
CSF3	Liver Cirrhosis, Experimental
CSF3	Liver Diseases
CSF3	Liver Failure, Acute
CSF3	Lymphoma, AIDS-Related
CSF3	Mucositis
CSF3	Muscle Weakness
CSF3	Muscular Diseases
CSF3	Neoplasms, Second Primary
CSF3	Nervous System Diseases
CSF3	Peripheral Nervous System Diseases
CSF3	Poisoning
CSF3	Pulmonary Fibrosis
CSF3	Scleroderma, Localized
CSF3	Skin Neoplasms
CSF3	Small Cell Lung Carcinoma
CSF3	Soft Tissue Neoplasms
CSF3	Somatosensory Disorders
CSF3	Stomatitis
CSF3	Thrombocytopenia
CSF3	Uterine Neoplasms
CSF3	Ventricular Dysfunction, Left
CSF3	Ventricular Dysfunction, Left
CSF3R	Leukocytosis
CSK	Hyperalgesia
CSMD1	Amphetamine-Related Disorders
CSMD1	Substance-Related Disorders
CSMD3	Carcinoma, Renal Cell
CSMD3	Substance-Related Disorders
CSN2	Carcinoma
CSN2	Mammary Neoplasms, Animal
CSN2	Mammary Neoplasms, Experimental
CSN3	Carcinoma
CSN3	Mammary Neoplasms, Animal
CSN3	Mammary Neoplasms, Experimental
CSNK1A1	Craniofacial Abnormalities
CSNK2A1	Skin Neoplasms
CSNK2A2	Carcinoma, Squamous Cell
CSNK2A2	Skin Neoplasms
CSNK2B	Carcinoma, Squamous Cell
CSNK2B	Skin Neoplasms
CSRNP1	Cardiomyopathy, Dilated
CSRNP3	Abortion, Spontaneous
CSRNP3	Substance-Related Disorders
CSRP1	Endometrial Hyperplasia
CSRP1	Prostatic Neoplasms
CSRP3	Substance-Related Disorders
CST1	Prostatic Neoplasms
CST1	Stomach Neoplasms
CST3	Acute Kidney Injury
CST3	Amyotrophic lateral sclerosis 1
CST3	Macular Degeneration, Age-Related, 11
CST3	Poisoning
CST3	Recurrence
CST6	Carcinoma, Non-Small-Cell Lung
CST7	Stomach Neoplasms
CST8	Infertility, Male
CSTA	Disease Progression
CSTB	Esophageal Squamous Cell Carcinoma
CSTB	Neoplasm Invasiveness
CSTB	Recurrence
CTAA2	Anterior polar cataract 2
CTBP1	Colorectal Neoplasms
CTC1	Bone Diseases, Metabolic
CTC1	Brain Diseases
CTC1	Calcinosis
CTC1	Gastric Antral Vascular Ectasia
CTC1	Retinal Telangiectasis
CTD	Retinal Telangiectasis
CTEPH1	PULMONARY HYPERTENSION, CHRONIC THROMBOEMBOLIC, WITHOUT DEEP VEIN THROMBOSIS, SUSCEPTIBILITY TO
CTF1	Cardiomegaly
CTF1	Hypercholesterolemia
CTF1	Hypotension
CTF1	Insulin Resistance
CTF1	Kidney Diseases
CTF1	Necrosis
CTF1	Obesity
CTGF	Congenital diaphragmatic hernia
CTGF	Infertility, Female
CTGF	Lung Diseases
CTGF	Lung Neoplasms
CTGF	Prenatal Exposure Delayed Effects
CTLA4	Alopecia Areata
CTLA4	Diabetes Mellitus, Insulin-Dependent, 12
CTNNA3	Substance-Related Disorders
CTNNB1	Aberrant Crypt Foci
CTNNB1	Abnormalities, Multiple
CTNNB1	Cecal Neoplasms
CTNNB1	Craniofacial Abnormalities
CTNNB1	Drug-Induced Liver Injury
CTNNB1	Hemangiosarcoma
CTNNB1	Intestinal Neoplasms
CTNNB1	Liver Neoplasms, Experimental
CTNNB1	Muscular Atrophy
CTNNB1	Nerve Degeneration
CTNNB1	No-Reflow Phenomenon
CTPL1	Cataract, Autosomal Recessive, Early-Onset, Pulverulent
CTPP	Cataract, posterior polar, 1
CTPP5	Cataract, posterior polar, 5
CTRB1	Anoxia
CTSB	Muscular Diseases
CTSB	Neoplasm Invasiveness
CTSB	Prostatic Neoplasms
CTSB	Proteinuria
CTSC	Dermatitis, Allergic Contact
CTSC	Disease Progression
CTSC	Myocardial Ischemia
CTSC	Stomach Neoplasms
CTSD	Amyotrophic lateral sclerosis 1
CTSD	Carcinoma, Renal Cell
CTSD	Kidney Diseases
CTSD	Neoplasm Invasiveness
CTSD	Prostatic Neoplasms
CTSD	Weight Gain
CTSH	Leukemia, Myeloid, Acute
CTSL	Proteinuria
CTSS	Neoplasm Invasiveness
CTSZ	Leukemia, Myeloid, Acute
CTSZ	MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO
CTTNBP2	Myocardial Ischemia
CUBN	Amphetamine-Related Disorders
CUL2	Inflammatory Bowel Diseases
CUL7	Carcinoma, Renal Cell
CVMRF	Cubitus Valgus with Mental Retardation and Unusual Facies
CX3CL1	Hypersensitivity
CX3CL1	Myocardial Ischemia
CX3CL1	Pneumonia
CX3CR1	Chloracne
CX3CR1	Macular Degeneration, Age-Related, 1
CXB3S	COXSACKIEVIRUS B3 SUSCEPTIBILITY
CXCL1	Bronchial Hyperreactivity
CXCL1	Drug-Induced Liver Injury
CXCL1	Hepatitis, Autoimmune
CXCL1	Hypersensitivity
CXCL1	Reperfusion Injury
CXCL1	Respiratory Hypersensitivity
CXCL1	Shock, Hemorrhagic
CXCL1	Wounds and Injuries
CXCL10	Abortion, Spontaneous
CXCL10	Brain Injuries
CXCL10	Colonic Neoplasms
CXCL10	Cystitis, Interstitial
CXCL10	Drug-Induced Liver Injury
CXCL10	Myocardial Ischemia
CXCL11	Cystitis, Interstitial
CXCL12	Neoplasm Invasiveness
CXCL14	Asthma
CXCL14	Endometriosis
CXCL14	Substance-Related Disorders
CXCL2	Arsenic Poisoning
CXCL2	Arthritis, Rheumatoid
CXCL2	Bone Resorption
CXCL2	Cholestasis
CXCL2	Dermatitis, Allergic Contact
CXCL2	Infarction, Middle Cerebral Artery
CXCL2	Myocardial Ischemia
CXCL2	Pulmonary Fibrosis
CXCL2	Skin Diseases
CXCL3	Arsenic Poisoning
CXCL3	Breast Neoplasms
CXCL3	Skin Diseases
CXCL5	Hypersensitivity
CXCL6	Arthritis, Rheumatoid
CXCL9	Cystitis, Interstitial
CXCL9	Hypersensitivity
CXCL9	Liver Neoplasms, Experimental
CXCL9	Pneumonia
CXCR1	Colitis, Ulcerative
CXCR2	Mastitis
CXCR2	Sepsis
CXCR3	Glomerulonephritis
CXCR3	Hypersensitivity
CXCR3	Ischemia
CXCR4	Neuralgia
CXCR5	Liver Cirrhosis, Biliary
ACKR3	Colorectal Neoplasms
CXorf36	Child Development Disorders, Pervasive
CYB5A	Endometriosis
CYB5A	Methemoglobinemia Type IV
CYBA	Heart Diseases
CYBB	Brain Infarction
CYBB	Heart Failure
CYBB	Kidney Diseases
CYBB	Myocardial Reperfusion Injury
CYBB	Proteinuria
CYCS	Brain Ischemia
CYCS	Chloracne
CYCS	Fatty Liver
CYCS	Ischemia
CYCS	Ischemic Attack, Transient
CYCS	Methylmalonic acidemia
CYCS	Obesity
CYGB	Heredodegenerative Disorders, Nervous System
CYGB	Liver Cirrhosis, Experimental
CYLD	Carcinoma, Non-Small-Cell Lung
CYP11A1	Lipoid congenital adrenal hyperplasia
CYP11A1	Seizures
CYP17A1	Hyperkalemia
CYP17A1	Hypertension, Malignant
CYP17A1	Hypopituitarism
CYP17A1	Infertility, Female
CYP17A1	Liver Cirrhosis, Experimental
CYP17A1	Non-alcoholic Fatty Liver Disease
CYP17A1	Oligomenorrhea
CYP17A1	Ovarian Cysts
CYP17A1	Sexual Dysfunctions, Psychological
CYP19A1	Amenorrhea
CYP19A1	Bone Resorption
CYP19A1	Critical Illness
CYP19A1	Diabetes, Gestational
CYP19A1	Esophageal Neoplasms
CYP19A1	Fatty Liver
CYP19A1	Fibrosis
CYP19A1	Hypogonadism
CYP19A1	Hypopituitarism
CYP19A1	Ovarian Diseases
CYP19A1	Peripheral Nervous System Diseases
CYP1A1	Arteritis
CYP1A1	Cardiomegaly
CYP1A1	Dermatitis, Allergic Contact
CYP1A1	Drug Eruptions
CYP1A1	Hypersensitivity
CYP1A1	Kidney Neoplasms
CYP1A1	Occupational Diseases
CYP1A1	Peripheral Vascular Diseases
CYP1A2	Atrophy
CYP1A2	Diabetes Mellitus, Type 2
CYP1A2	Drug Toxicity
CYP1A2	Growth Disorders
CYP1A2	Hepatomegaly
CYP1A2	Liver Cirrhosis, Experimental
CYP1A2	Liver Neoplasms, Experimental
CYP1A2	Methemoglobinemia
CYP1A2	Neural Tube Defects
CYP1A2	Peripheral Nervous System Diseases
CYP1A2	Splenic Diseases
CYP1A2	Splenomegaly
CYP1B1	Cardiomegaly
CYP1B1	Mouth Neoplasms
CYP24A1	Abortion, Spontaneous
CYP24A1	Peripheral Nervous System Diseases
CYP24A1	Renal Insufficiency
CYP26A1	Adenomatous Polyposis Coli
CYP26A1	Endometriosis
CYP26B1	Mouth Diseases
CYP26B1	Obesity
CYP27B1	Polymyositis
CYP2A6	Carcinoma, Large Cell
CYP2A6	Coumarin Resistance
CYP2A6	Disease Progression
CYP2A6	Drug-Induced Liver Injury
CYP2A6	Hepatitis B
CYP2A6	Liver Diseases, Parasitic
CYP2A6	Nasopharyngeal Neoplasms
CYP2A6	Opisthorchiasis
CYP2A6	Stomach Neoplasms
CYP2A6	TOBACCO ADDICTION, SUSCEPTIBILITY TO
CYP2A6	TOBACCO ADDICTION, SUSCEPTIBILITY TO
CYP2B6	Gliosarcoma
CYP2B6	TOBACCO ADDICTION, SUSCEPTIBILITY TO
CYP2C18	Gliosarcoma
CYP2C19	Acute Kidney Injury
CYP2C19	Drug Metabolism, Poor, CYP2C19-Related
CYP2C19	Thrombosis
CYP2C8	Nervous System Diseases
CYP2C8	Rhabdomyolysis
CYP2C9	Acute Kidney Injury
CYP2C9	Cardiomyopathies
CYP2C9	Nephritis, Interstitial
CYP2C9	Nervous System Diseases
CYP2C9	Peptic Ulcer Hemorrhage
CYP2D6	Acute Kidney Injury
CYP2D6	Bradycardia
CYP2D6	Coma
CYP2D6	Drug Metabolism, Poor, CYP2D6-Related
CYP2D6	Dystonia
CYP2D6	Manganese Poisoning
CYP2D6	Muscle Rigidity
CYP2D6	Nephritis, Interstitial
CYP2D6	Occupational Diseases
CYP2D6	Prenatal Exposure Delayed Effects
CYP2D6	Sexual Dysfunctions, Psychological
CYP2D6	Substance-Related Disorders
CYP2D6	Tremor
CYP2D6	Weight Gain
CYP2E1	Cardiomegaly
CYP2E1	Drug Eruptions
CYP2E1	Drug Toxicity
CYP2E1	Liver Neoplasms, Experimental
CYP2E1	Micronuclei, Chromosome-Defective
CYP2E1	Necrosis
CYP2E1	Prostatic Neoplasms
CYP3A4	Torsades de Pointes
CYP3A5	Hypertension, Essential
CYP3A5	Neurotoxicity Syndromes
CYP3A5	Thrombosis
CYP4F12	Peripheral Nervous System Diseases
CYP4F3	Poisoning
